src/main/resources/data/resumes/station.txt
Size of objects array: 9073
Elements saved on DataBase:

Station [codename=null, latitude=0.0, longitude=0.0, basin=null]
Station [codename=271000, latitude=-21900.0, longitude=-715600.0, basin=-]
Station [codename=272000, latitude=-23500.0, longitude=-724500.0, basin=-]
Station [codename=273000, latitude=-22900.0, longitude=-734100.0, basin=-]
Station [codename=274001, latitude=-22200.0, longitude=-740600.0, basin=-]
Station [codename=274002, latitude=-22200.0, longitude=-740600.0, basin=-]
Station [codename=275000, latitude=-22800.0, longitude=-754500.0, basin=-]
Station [codename=276000, latitude=-23100.0, longitude=-761400.0, basin=-]
Station [codename=277000, latitude=-22300.0, longitude=-773000.0, basin=-]
Station [codename=278000, latitude=-21000.0, longitude=-784400.0, basin=-]
Station [codename=278002, latitude=-23500.0, longitude=-783500.0, basin=-]
Station [codename=278003, latitude=-24000.0, longitude=-783900.0, basin=-]
Station [codename=278004, latitude=-24000.0, longitude=-783700.0, basin=-]
Station [codename=278005, latitude=-24700.0, longitude=-784300.0, basin=-]
Station [codename=278006, latitude=-24900.0, longitude=-785500.0, basin=-]
Station [codename=278007, latitude=-25200.0, longitude=-785900.0, basin=-]
Station [codename=278008, latitude=-25300.0, longitude=-785200.0, basin=-]
Station [codename=278009, latitude=-25400.0, longitude=-784700.0, basin=-]
Station [codename=278010, latitude=-21900.0, longitude=-780700.0, basin=-]
Station [codename=278011, latitude=-22900.0, longitude=-781100.0, basin=-]
Station [codename=278012, latitude=-24300.0, longitude=-781900.0, basin=-]
Station [codename=278013, latitude=-23700.0, longitude=-781200.0, basin=-]
Station [codename=278014, latitude=-21000.0, longitude=-781400.0, basin=-]
Station [codename=278015, latitude=-23300.0, longitude=-782300.0, basin=-]
Station [codename=278016, latitude=-23300.0, longitude=-785600.0, basin=-]
Station [codename=279001, latitude=-20900.0, longitude=-795300.0, basin=-]
Station [codename=279002, latitude=-20656.0, longitude=-793557.0, basin=-]
Station [codename=280001, latitude=-21900.0, longitude=-805100.0, basin=-]
Station [codename=280002, latitude=-21200.0, longitude=-805900.0, basin=-]
Station [codename=332000, latitude=-35100.0, longitude=-322500.0, basin=-]
Station [codename=338000, latitude=-34600.0, longitude=-383600.0, basin=-]
Station [codename=338001, latitude=-34500.0, longitude=-383500.0, basin=-]
Station [codename=338002, latitude=-35900.0, longitude=-383700.0, basin=-]
Station [codename=338003, latitude=-34859.0, longitude=-383445.0, basin=-]
Station [codename=338005, latitude=-35400.0, longitude=-383800.0, basin=-]
Station [codename=338006, latitude=-34300.0, longitude=-385000.0, basin=-]
Station [codename=338007, latitude=-35400.0, longitude=-382300.0, basin=-]
Station [codename=338008, latitude=-33500.0, longitude=-385800.0, basin=-]
Station [codename=338009, latitude=-34500.0, longitude=-384100.0, basin=-]
Station [codename=338011, latitude=-35800.0, longitude=-384700.0, basin=-]
Station [codename=338012, latitude=-35800.0, longitude=-385300.0, basin=-]
Station [codename=338013, latitude=-34400.0, longitude=-385800.0, basin=-]
Station [codename=338014, latitude=-34014.0, longitude=-385857.0, basin=-]
Station [codename=338015, latitude=-34000.0, longitude=-385900.0, basin=-]
Station [codename=338016, latitude=-35400.0, longitude=-384000.0, basin=-]
Station [codename=338018, latitude=-34600.0, longitude=-383100.0, basin=-]
Station [codename=338020, latitude=-34600.0, longitude=-383100.0, basin=-]
Station [codename=338021, latitude=-35800.0, longitude=-381900.0, basin=-]
Station [codename=338022, latitude=-35200.0, longitude=-382100.0, basin=-]
Station [codename=338023, latitude=-41000.0, longitude=-381500.0, basin=-]
Station [codename=338024, latitude=-34400.0, longitude=-383300.0, basin=-]
Station [codename=338025, latitude=-35000.0, longitude=-383400.0, basin=-]
Station [codename=338026, latitude=-34400.0, longitude=-383300.0, basin=-]
Station [codename=338027, latitude=-35200.0, longitude=-384500.0, basin=-]
Station [codename=338028, latitude=-34900.0, longitude=-385700.0, basin=-]
Station [codename=338029, latitude=-34500.0, longitude=-385500.0, basin=-]
Station [codename=338030, latitude=-33800.0, longitude=-384700.0, basin=-]
Station [codename=338031, latitude=-34000.0, longitude=-384000.0, basin=-]
Station [codename=338032, latitude=-34200.0, longitude=-384900.0, basin=-]
Station [codename=338033, latitude=-35700.0, longitude=-385300.0, basin=-]
Station [codename=338034, latitude=-35400.0, longitude=-383000.0, basin=-]
Station [codename=338036, latitude=-34400.0, longitude=-382900.0, basin=-]
Station [codename=338037, latitude=-34900.0, longitude=-383200.0, basin=-]
Station [codename=338038, latitude=-34700.0, longitude=-382800.0, basin=-]
Station [codename=338039, latitude=-35000.0, longitude=-382800.0, basin=-]
Station [codename=338040, latitude=-35700.0, longitude=-383100.0, basin=-]
Station [codename=338041, latitude=-33300.0, longitude=-385000.0, basin=-]
Station [codename=338042, latitude=-35100.0, longitude=-382500.0, basin=-]
Station [codename=338043, latitude=-35956.0, longitude=-385639.0, basin=-]
Station [codename=338044, latitude=-35800.0, longitude=-384300.0, basin=-]
Station [codename=338045, latitude=-34100.0, longitude=-385400.0, basin=-]
Station [codename=338046, latitude=-35400.0, longitude=-382700.0, basin=-]
Station [codename=338047, latitude=-35544.0, longitude=-382336.0, basin=-]
Station [codename=338048, latitude=-34400.0, longitude=-383400.0, basin=-]
Station [codename=338049, latitude=-35800.0, longitude=-384500.0, basin=-]
Station [codename=338050, latitude=-34400.0, longitude=-383400.0, basin=-]
Station [codename=338051, latitude=-33300.0, longitude=-383700.0, basin=-]
Station [codename=339000, latitude=-32135.0, longitude=-395001.0, basin=-]
Station [codename=339001, latitude=-34500.0, longitude=-392200.0, basin=-]
Station [codename=339002, latitude=-34700.0, longitude=-391600.0, basin=-]
Station [codename=339004, latitude=-34700.0, longitude=-391600.0, basin=-]
Station [codename=339005, latitude=-34900.0, longitude=-390000.0, basin=-]
Station [codename=339006, latitude=-30200.0, longitude=-395300.0, basin=-]
Station [codename=339007, latitude=-32300.0, longitude=-395000.0, basin=-]
Station [codename=339008, latitude=-33200.0, longitude=-394600.0, basin=-]
Station [codename=339009, latitude=-33400.0, longitude=-393800.0, basin=-]
Station [codename=339011, latitude=-31000.0, longitude=-394400.0, basin=-]
Station [codename=339012, latitude=-32700.0, longitude=-392500.0, basin=-]
Station [codename=339014, latitude=-34100.0, longitude=-393500.0, basin=-]
Station [codename=339016, latitude=-31603.0, longitude=-393851.0, basin=-]
Station [codename=339017, latitude=-30400.0, longitude=-393700.0, basin=-]
Station [codename=339018, latitude=-34400.0, longitude=-394700.0, basin=-]
Station [codename=339019, latitude=-35500.0, longitude=-390800.0, basin=-]
Station [codename=339020, latitude=-34400.0, longitude=-393200.0, basin=-]
Station [codename=339021, latitude=-35200.0, longitude=-395200.0, basin=-]
Station [codename=339022, latitude=-35600.0, longitude=-390400.0, basin=-]
Station [codename=339023, latitude=-33400.0, longitude=-395800.0, basin=-]
Station [codename=339024, latitude=-31100.0, longitude=-392200.0, basin=-]
Station [codename=339025, latitude=-33100.0, longitude=-392500.0, basin=-]
Station [codename=339026, latitude=-32300.0, longitude=-390500.0, basin=-]
Station [codename=339027, latitude=-34700.0, longitude=-390200.0, basin=-]
Station [codename=339028, latitude=-34827.0, longitude=-391433.0, basin=-]
Station [codename=339029, latitude=-33300.0, longitude=-391000.0, basin=-]
Station [codename=339030, latitude=-31700.0, longitude=-391500.0, basin=-]
Station [codename=339031, latitude=-35600.0, longitude=-393400.0, basin=-]
Station [codename=339033, latitude=-31600.0, longitude=-393900.0, basin=-]
Station [codename=339034, latitude=-33700.0, longitude=-393300.0, basin=-]
Station [codename=339036, latitude=-32500.0, longitude=-390200.0, basin=-]
Station [codename=339037, latitude=-34100.0, longitude=-393500.0, basin=-]
Station [codename=339038, latitude=-33500.0, longitude=-392800.0, basin=-]
Station [codename=339039, latitude=-34700.0, longitude=-391700.0, basin=-]
Station [codename=339040, latitude=-32400.0, longitude=-391000.0, basin=-]
Station [codename=339041, latitude=-34700.0, longitude=-391500.0, basin=-]
Station [codename=339042, latitude=-34400.0, longitude=-394700.0, basin=-]
Station [codename=339043, latitude=-35500.0, longitude=-395800.0, basin=-]
Station [codename=339044, latitude=-35000.0, longitude=-392000.0, basin=-]
Station [codename=339045, latitude=-35650.0, longitude=-392432.0, basin=-]
Station [codename=339046, latitude=-30600.0, longitude=-393500.0, basin=-]
Station [codename=339047, latitude=-30200.0, longitude=-394000.0, basin=-]
Station [codename=339048, latitude=-32150.0, longitude=-394950.0, basin=-]
Station [codename=339049, latitude=-31100.0, longitude=-394500.0, basin=-]
Station [codename=339050, latitude=-30023.0, longitude=-394117.0, basin=-]
Station [codename=339051, latitude=-35700.0, longitude=-392600.0, basin=-]
Station [codename=339052, latitude=-35500.0, longitude=-394200.0, basin=-]
Station [codename=339053, latitude=-34400.0, longitude=-394500.0, basin=-]
Station [codename=339054, latitude=-35300.0, longitude=-395200.0, basin=-]
Station [codename=339055, latitude=-33700.0, longitude=-394900.0, basin=-]
Station [codename=339056, latitude=-34500.0, longitude=-394000.0, basin=-]
Station [codename=339057, latitude=-34000.0, longitude=-393100.0, basin=-]
Station [codename=339058, latitude=-33237.0, longitude=-393458.0, basin=-]
Station [codename=339059, latitude=-31400.0, longitude=-393800.0, basin=-]
Station [codename=339060, latitude=-33500.0, longitude=-393900.0, basin=-]
Station [codename=339061, latitude=-32300.0, longitude=-392900.0, basin=-]
Station [codename=339062, latitude=-33000.0, longitude=-393000.0, basin=-]
Station [codename=339063, latitude=-30000.0, longitude=-394400.0, basin=-]
Station [codename=339064, latitude=-31200.0, longitude=-395900.0, basin=-]
Station [codename=339065, latitude=-35400.0, longitude=-390000.0, basin=-]
Station [codename=339066, latitude=-35500.0, longitude=-395800.0, basin=-]
Station [codename=339067, latitude=-34700.0, longitude=-392200.0, basin=-]
Station [codename=339068, latitude=-34500.0, longitude=-390400.0, basin=-]
Station [codename=339069, latitude=-35800.0, longitude=-390800.0, basin=-]
Station [codename=339070, latitude=-35900.0, longitude=-393500.0, basin=-]
Station [codename=339071, latitude=-35700.0, longitude=-393300.0, basin=-]
Station [codename=339072, latitude=-35800.0, longitude=-393200.0, basin=-]
Station [codename=339073, latitude=-31900.0, longitude=-392400.0, basin=-]
Station [codename=339074, latitude=-34000.0, longitude=-392100.0, basin=-]
Station [codename=339075, latitude=-33600.0, longitude=-392700.0, basin=-]
Station [codename=339076, latitude=-30128.0, longitude=-395213.0, basin=-]
Station [codename=339077, latitude=-31807.0, longitude=-393045.0, basin=-]
Station [codename=339078, latitude=-34000.0, longitude=-391600.0, basin=-]
Station [codename=339079, latitude=-33951.0, longitude=-390949.0, basin=-]
Station [codename=339080, latitude=-32400.0, longitude=-393400.0, basin=-]
Station [codename=339081, latitude=-31200.0, longitude=-393200.0, basin=-]
Station [codename=339082, latitude=-30900.0, longitude=-392600.0, basin=-]
Station [codename=339083, latitude=-33200.0, longitude=-393500.0, basin=-]
Station [codename=339084, latitude=-33000.0, longitude=-393400.0, basin=-]
Station [codename=339085, latitude=-33700.0, longitude=-393300.0, basin=-]
Station [codename=340000, latitude=-35300.0, longitude=-400100.0, basin=-]
Station [codename=340001, latitude=-33700.0, longitude=-404900.0, basin=-]
Station [codename=340002, latitude=-34600.0, longitude=-403000.0, basin=-]
Station [codename=340003, latitude=-35400.0, longitude=-400100.0, basin=-]
Station [codename=340005, latitude=-34800.0, longitude=-401500.0, basin=-]
Station [codename=340007, latitude=-33000.0, longitude=-401600.0, basin=-]
Station [codename=340008, latitude=-31400.0, longitude=-404100.0, basin=-]
Station [codename=340009, latitude=-34600.0, longitude=-400200.0, basin=-]
Station [codename=340010, latitude=-32400.0, longitude=-401600.0, basin=-]
Station [codename=340011, latitude=-34000.0, longitude=-402200.0, basin=-]
Station [codename=340012, latitude=-31000.0, longitude=-402600.0, basin=-]
Station [codename=340013, latitude=-33100.0, longitude=-403700.0, basin=-]
Station [codename=340014, latitude=-35700.0, longitude=-402800.0, basin=-]
Station [codename=340015, latitude=-34600.0, longitude=-404900.0, basin=-]
Station [codename=340016, latitude=-30700.0, longitude=-405000.0, basin=-]
Station [codename=340017, latitude=-30800.0, longitude=-405000.0, basin=-]
Station [codename=340018, latitude=-35500.0, longitude=-405300.0, basin=-]
Station [codename=340019, latitude=-32300.0, longitude=-405500.0, basin=-]
Station [codename=340020, latitude=-30900.0, longitude=-400900.0, basin=-]
Station [codename=340023, latitude=-35400.0, longitude=-404600.0, basin=-]
Station [codename=340024, latitude=-32000.0, longitude=-400900.0, basin=-]
Station [codename=340025, latitude=-32200.0, longitude=-404700.0, basin=-]
Station [codename=340026, latitude=-30200.0, longitude=-404000.0, basin=-]
Station [codename=340027, latitude=-34200.0, longitude=-402100.0, basin=-]
Station [codename=340028, latitude=-34000.0, longitude=-402000.0, basin=-]
Station [codename=340029, latitude=-35100.0, longitude=-403200.0, basin=-]
Station [codename=340030, latitude=-34400.0, longitude=-405900.0, basin=-]
Station [codename=340031, latitude=-35100.0, longitude=-405500.0, basin=-]
Station [codename=340032, latitude=-35100.0, longitude=-401600.0, basin=-]
Station [codename=340034, latitude=-34900.0, longitude=-401200.0, basin=-]
Station [codename=340035, latitude=-34300.0, longitude=-400100.0, basin=-]
Station [codename=340036, latitude=-35300.0, longitude=-401000.0, basin=-]
Station [codename=340037, latitude=-31500.0, longitude=-403100.0, basin=-]
Station [codename=340038, latitude=-32800.0, longitude=-401200.0, basin=-]
Station [codename=340039, latitude=-31900.0, longitude=-403400.0, basin=-]
Station [codename=340040, latitude=-32700.0, longitude=-402900.0, basin=-]
Station [codename=340041, latitude=-32700.0, longitude=-402900.0, basin=-]
Station [codename=340042, latitude=-34300.0, longitude=-402500.0, basin=-]
Station [codename=340043, latitude=-35000.0, longitude=-400900.0, basin=-]
Station [codename=340044, latitude=-35100.0, longitude=-401300.0, basin=-]
Station [codename=340045, latitude=-34200.0, longitude=-402100.0, basin=-]
